Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Islas;Indicadores de renta media;Periodo;Total
Total Nacional;Andalucía;Jaén;;Renta bruta media por hogar;2020;28.953
Total Nacional;Andalucía;Jaén;;Renta bruta media por hogar;2019;28.743
Total Nacional;Andalucía;Jaén;;Renta bruta media por hogar;2018;27.785
Total Nacional;Andalucía;Jaén;;Renta bruta media por hogar;2017;26.881
Total Nacional;Andalucía;Jaén;;Renta bruta media por hogar;2016;26.065
Total Nacional;Andalucía;Jaén;;Renta bruta media por hogar;2015;24.838
Total Nacional;Andalucía;Málaga;;Renta neta media por persona;2023;12.950
Total Nacional;Andalucía;Málaga;;Renta neta media por persona;2022;11.744
Total Nacional;Andalucía;Málaga;;Renta neta media por persona;2021;10.929
Total Nacional;Andalucía;Málaga;;Renta neta media por persona;2020;10.261
Total Nacional;Andalucía;Málaga;;Renta neta media por persona;2019;10.338
Total Nacional;Andalucía;Málaga;;Renta neta media por persona;2018;9.832
Total Nacional;Andalucía;Málaga;;Renta neta media por persona;2017;9.313
Total Nacional;Andalucía;Málaga;;Renta neta media por persona;2016;8.854
Total Nacional;Andalucía;Málaga;;Renta neta media por persona;2015;8.688
Total Nacional;Andalucía;Málaga;;Renta neta media por hogar;2023;33.868
Total Nacional;Andalucía;Málaga;;Renta neta media por hogar;2022;30.644
Total Nacional;Andalucía;Málaga;;Renta neta media por hogar;2021;28.574
Total Nacional;Andalucía;Málaga;;Renta neta media por hogar;2020;27.084
Total Nacional;Andalucía;Málaga;;Renta neta media por hogar;2019;27.439
Total Nacional;Andalucía;Málaga;;Renta neta media por hogar;2018;26.076
Total Nacional;Andalucía;Málaga;;Renta neta media por hogar;2017;24.743
Total Nacional;Andalucía;Málaga;;Renta neta media por hogar;2016;23.736
Total Nacional;Andalucía;Málaga;;Renta neta media por hogar;2015;23.102
Total Nacional;Andalucía;Málaga;;Media de la renta por unidad de consumo;2023;19.335
Total Nacional;Andalucía;Málaga;;Media de la renta por unidad de consumo;2022;18.050
Total Nacional;Andalucía;Málaga;;Media de la renta por unidad de consumo;2021;16.787
Total Nacional;Andalucía;Málaga;;Media de la renta por unidad de consumo;2020;15.786
Total Nacional;Andalucía;Málaga;;Media de la renta por unidad de consumo;2019;15.938
Total Nacional;Andalucía;Málaga;;Media de la renta por unidad de consumo;2018;15.161
Total Nacional;Andalucía;Málaga;;Media de la renta por unidad de consumo;2017;14.355
Total Nacional;Andalucía;Málaga;;Media de la renta por unidad de consumo;2016;13.713
Total Nacional;Andalucía;Málaga;;Media de la renta por unidad de consumo;2015;13.365
Total Nacional;Andalucía;Málaga;;Mediana de la renta por unidad de consumo;2023;16.450
Total Nacional;Andalucía;Málaga;;Mediana de la renta por unidad de consumo;2022;15.750
Total Nacional;Andalucía;Málaga;;Mediana de la renta por unidad de consumo;2021;14.350
Total Nacional;Andalucía;Málaga;;Mediana de la renta por unidad de consumo;2020;13.650
Total Nacional;Andalucía;Málaga;;Mediana de la renta por unidad de consumo;2019;13.650
Total Nacional;Andalucía;Málaga;;Mediana de la renta por unidad de consumo;2018;12.950
Total Nacional;Andalucía;Málaga;;Mediana de la renta por unidad de consumo;2017;12.250
Total Nacional;Andalucía;Málaga;;Mediana de la renta por unidad de consumo;2016;11.550
Total Nacional;Andalucía;Málaga;;Mediana de la renta por unidad de consumo;2015;11.550
Total Nacional;Andalucía;Málaga;;Renta bruta media por persona;2023;15.602
Total Nacional;Andalucía;Málaga;;Renta bruta media por persona;2022;14.129
Total Nacional;Andalucía;Málaga;;Renta bruta media por persona;2021;13.053
Total Nacional;Andalucía;Málaga;;Renta bruta media por persona;2020;12.136
Total Nacional;Andalucía;Málaga;;Renta bruta media por persona;2019;12.226
Total Nacional;Andalucía;Málaga;;Renta bruta media por persona;2018;11.591
Total Nacional;Andalucía;Málaga;;Renta bruta media por persona;2017;10.947
Total Nacional;Andalucía;Málaga;;Renta bruta media por persona;2016;10.354
Total Nacional;Andalucía;Málaga;;Renta bruta media por persona;2015;10.133
Total Nacional;Andalucía;Málaga;;Renta bruta media por hogar;2023;40.805
Total Nacional;Andalucía;Málaga;;Renta bruta media por hogar;2022;36.867
Total Nacional;Andalucía;Málaga;;Renta bruta media por hogar;2021;34.126
Total Nacional;Andalucía;Málaga;;Renta bruta media por hogar;2020;32.034
Total Nacional;Andalucía;Málaga;;Renta bruta media por hogar;2019;32.451
Total Nacional;Andalucía;Málaga;;Renta bruta media por hogar;2018;30.742
Total Nacional;Andalucía;Málaga;;Renta bruta media por hogar;2017;29.085
Total Nacional;Andalucía;Málaga;;Renta bruta media por hogar;2016;27.758
Total Nacional;Andalucía;Málaga;;Renta bruta media por hogar;2015;26.942
Total Nacional;Andalucía;Sevilla;;Renta neta media por persona;2023;12.964
Total Nacional;Andalucía;Sevilla;;Renta neta media por persona;2022;12.013
Total Nacional;Andalucía;Sevilla;;Renta neta media por persona;2021;11.292
Total Nacional;Andalucía;Sevilla;;Renta neta media por persona;2020;10.717
Total Nacional;Andalucía;Sevilla;;Renta neta media por persona;2019;10.604
Total Nacional;Andalucía;Sevilla;;Renta neta media por persona;2018;10.083
Total Nacional;Andalucía;Sevilla;;Renta neta media por persona;2017;9.584
Total Nacional;Andalucía;Sevilla;;Renta neta media por persona;2016;9.272
Total Nacional;Andalucía;Sevilla;;Renta neta media por persona;2015;9.051
Total Nacional;Andalucía;Sevilla;;Renta neta media por hogar;2023;34.269
Total Nacional;Andalucía;Sevilla;;Renta neta media por hogar;2022;31.899
Total Nacional;Andalucía;Sevilla;;Renta neta media por hogar;2021;30.254
Total Nacional;Andalucía;Sevilla;;Renta neta media por hogar;2020;28.912
Total Nacional;Andalucía;Sevilla;;Renta neta media por hogar;2019;28.874
Total Nacional;Andalucía;Sevilla;;Renta neta media por hogar;2018;27.535
Total Nacional;Andalucía;Sevilla;;Renta neta media por hogar;2017;26.334
Total Nacional;Andalucía;Sevilla;;Renta neta media por hogar;2016;25.670
Total Nacional;Andalucía;Sevilla;;Renta neta media por hogar;2015;25.099
Total Nacional;Andalucía;Sevilla;;Media de la renta por unidad de consumo;2023;19.507
Total Nacional;Andalucía;Sevilla;;Media de la renta por unidad de consumo;2022;18.246
Total Nacional;Andalucía;Sevilla;;Media de la renta por unidad de consumo;2021;17.219
Total Nacional;Andalucía;Sevilla;;Media de la renta por unidad de consumo;2020;16.355
Total Nacional;Andalucía;Sevilla;;Media de la renta por unidad de consumo;2019;16.250
Total Nacional;Andalucía;Sevilla;;Media de la renta por unidad de consumo;2018;15.501
Total Nacional;Andalucía;Sevilla;;Media de la renta por unidad de consumo;2017;14.733
Total Nacional;Andalucía;Sevilla;;Media de la renta por unidad de consumo;2016;14.274
Total Nacional;Andalucía;Sevilla;;Media de la renta por unidad de consumo;2015;13.941
Total Nacional;Andalucía;Sevilla;;Mediana de la renta por unidad de consumo;2023;16.450
Total Nacional;Andalucía;Sevilla;;Mediana de la renta por unidad de consumo;2022;15.750
Total Nacional;Andalucía;Sevilla;;Mediana de la renta por unidad de consumo;2021;14.350
Total Nacional;Andalucía;Sevilla;;Mediana de la renta por unidad de consumo;2020;13.650
Total Nacional;Andalucía;Sevilla;;Mediana de la renta por unidad de consumo;2019;13.650
Total Nacional;Andalucía;Sevilla;;Mediana de la renta por unidad de consumo;2018;12.950
Total Nacional;Andalucía;Sevilla;;Mediana de la renta por unidad de consumo;2017;12.250
Total Nacional;Andalucía;Sevilla;;Mediana de la renta por unidad de consumo;2016;11.550
Total Nacional;Andalucía;Sevilla;;Mediana de la renta por unidad de consumo;2015;11.550
Total Nacional;Andalucía;Sevilla;;Renta bruta media por persona;2023;15.553
Total Nacional;Andalucía;Sevilla;;Renta bruta media por persona;2022;14.387
Total Nacional;Andalucía;Sevilla;;Renta bruta media por persona;2021;13.478
Total Nacional;Andalucía;Sevilla;;Renta bruta media por persona;2020;12.707
Total Nacional;Andalucía;Sevilla;;Renta bruta media por persona;2019;12.550
Total Nacional;Andalucía;Sevilla;;Renta bruta media por persona;2018;11.941
Total Nacional;Andalucía;Sevilla;;Renta bruta media por persona;2017;11.308
Total Nacional;Andalucía;Sevilla;;Renta bruta media por persona;2016;10.898
Total Nacional;Andalucía;Sevilla;;Renta bruta media por persona;2015;10.624
Total Nacional;Andalucía;Sevilla;;Renta bruta media por hogar;2023;41.113
Total Nacional;Andalucía;Sevilla;;Renta bruta media por hogar;2022;38.203
Total Nacional;Andalucía;Sevilla;;Renta bruta media por hogar;2021;36.110
Total Nacional;Andalucía;Sevilla;;Renta bruta media por hogar;2020;34.281
Total Nacional;Andalucía;Sevilla;;Renta bruta media por hogar;2019;34.172
Total Nacional;Andalucía;Sevilla;;Renta bruta media por hogar;2018;32.608
Total Nacional;Andalucía;Sevilla;;Renta bruta media por hogar;2017;31.070
Total Nacional;Andalucía;Sevilla;;Renta bruta media por hogar;2016;30.173
Total Nacional;Andalucía;Sevilla;;Renta bruta media por hogar;2015;29.464
Total Nacional;Aragón;Huesca;;Renta neta media por persona;2023;15.140
Total Nacional;Aragón;Huesca;;Renta neta media por persona;2022;14.252
Total Nacional;Aragón;Huesca;;Renta neta media por persona;2021;13.679
Total Nacional;Aragón;Huesca;;Renta neta media por persona;2020;13.158
Total Nacional;Aragón;Huesca;;Renta neta media por persona;2019;12.949
Total Nacional;Aragón;Huesca;;Renta neta media por persona;2018;12.513
Total Nacional;Aragón;Huesca;;Renta neta media por persona;2017;11.954
Total Nacional;Aragón;Huesca;;Renta neta media por persona;2016;11.478
Total Nacional;Aragón;Huesca;;Renta neta media por persona;2015;11.297
Total Nacional;Aragón;Huesca;;Renta neta media por hogar;2023;37.009
Total Nacional;Aragón;Huesca;;Renta neta media por hogar;2022;34.901
Total Nacional;Aragón;Huesca;;Renta neta media por hogar;2021;33.603
Total Nacional;Aragón;Huesca;;Renta neta media por hogar;2020;32.521
Total Nacional;Aragón;Huesca;;Renta neta media por hogar;2019;32.176
Total Nacional;Aragón;Huesca;;Renta neta media por hogar;2018;31.084
Total Nacional;Aragón;Huesca;;Renta neta media por hogar;2017;29.793
Total Nacional;Aragón;Huesca;;Renta neta media por hogar;2016;28.955
Total Nacional;Aragón;Huesca;;Renta neta media por hogar;2015;28.357
Total Nacional;Aragón;Huesca;;Media de la renta por unidad de consumo;2023;22.156
Total Nacional;Aragón;Huesca;;Media de la renta por unidad de consumo;2022;21.013
Total Nacional;Aragón;Huesca;;Media de la renta por unidad de consumo;2021;20.187
Total Nacional;Aragón;Huesca;;Media de la renta por unidad de consumo;2020;19.449
Total Nacional;Aragón;Huesca;;Media de la renta por unidad de consumo;2019;19.177
Total Nacional;Aragón;Huesca;;Media de la renta por unidad de consumo;2018;18.568
Total Nacional;Aragón;Huesca;;Media de la renta por unidad de consumo;2017;17.783
Total Nacional;Aragón;Huesca;;Media de la renta por unidad de consumo;2016;17.061
Total Nacional;Aragón;Huesca;;Media de la renta por unidad de consumo;2015;16.809
Total Nacional;Aragón;Huesca;;Mediana de la renta por unidad de consumo;2023;19.950
Total Nacional;Aragón;Huesca;;Mediana de la renta por unidad de consumo;2022;19.250
Total Nacional;Aragón;Huesca;;Mediana de la renta por unidad de consumo;2021;18.550
Total Nacional;Aragón;Huesca;;Mediana de la renta por unidad de consumo;2020;17.150
Total Nacional;Aragón;Huesca;;Mediana de la renta por unidad de consumo;2019;17.150
Total Nacional;Aragón;Huesca;;Mediana de la renta por unidad de consumo;2018;16.450
Total Nacional;Aragón;Huesca;;Mediana de la renta por unidad de consumo;2017;15.750
Total Nacional;Aragón;Huesca;;Mediana de la renta por unidad de consumo;2016;15.050
Total Nacional;Aragón;Huesca;;Mediana de la renta por unidad de consumo;2015;15.050
Total Nacional;Aragón;Huesca;;Renta bruta media por persona;2023;18.419
Total Nacional;Aragón;Huesca;;Renta bruta media por persona;2022;17.312
Total Nacional;Aragón;Huesca;;Renta bruta media por persona;2021;16.534
Total Nacional;Aragón;Huesca;;Renta bruta media por persona;2020;15.769
Total Nacional;Aragón;Huesca;;Renta bruta media por persona;2019;15.469
Total Nacional;Aragón;Huesca;;Renta bruta media por persona;2018;14.920
Total Nacional;Aragón;Huesca;;Renta bruta media por persona;2017;14.239
Total Nacional;Aragón;Huesca;;Renta bruta media por persona;2016;13.580
Total Nacional;Aragón;Huesca;;Renta bruta media por persona;2015;13.334
Total Nacional;Aragón;Huesca;;Renta bruta media por hogar;2023;45.024
Total Nacional;Aragón;Huesca;;Renta bruta media por hogar;2022;42.395
Total Nacional;Aragón;Huesca;;Renta bruta media por hogar;2021;40.617
Total Nacional;Aragón;Huesca;;Renta bruta media por hogar;2020;38.974
Total Nacional;Aragón;Huesca;;Renta bruta media por hogar;2019;38.439
Total Nacional;Aragón;Huesca;;Renta bruta media por hogar;2018;37.066
Total Nacional;Aragón;Huesca;;Renta bruta media por hogar;2017;35.488
Total Nacional;Aragón;Huesca;;Renta bruta media por hogar;2016;34.257
Total Nacional;Aragón;Huesca;;Renta bruta media por hogar;2015;33.471
Total Nacional;Aragón;Teruel;;Renta neta media por persona;2023;14.573
Total Nacional;Aragón;Teruel;;Renta neta media por persona;2022;13.736
Total Nacional;Aragón;Teruel;;Renta neta media por persona;2021;13.134
Total Nacional;Aragón;Teruel;;Renta neta media por persona;2020;12.656
Total Nacional;Aragón;Teruel;;Renta neta media por persona;2019;12.461
Total Nacional;Aragón;Teruel;;Renta neta media por persona;2018;11.991
Total Nacional;Aragón;Teruel;;Renta neta media por persona;2017;11.432
Total Nacional;Aragón;Teruel;;Renta neta media por persona;2016;11.126
Total Nacional;Aragón;Teruel;;Renta neta media por persona;2015;10.911
Total Nacional;Aragón;Teruel;;Renta neta media por hogar;2023;34.725
Total Nacional;Aragón;Teruel;;Renta neta media por hogar;2022;32.889
Total Nacional;Aragón;Teruel;;Renta neta media por hogar;2021;31.658
Total Nacional;Aragón;Teruel;;Renta neta media por hogar;2020;30.672
Total Nacional;Aragón;Teruel;;Renta neta media por hogar;2019;30.351
Total Nacional;Aragón;Teruel;;Renta neta media por hogar;2018;29.278
Total Nacional;Aragón;Teruel;;Renta neta media por hogar;2017;28.105
Total Nacional;Aragón;Teruel;;Renta neta media por hogar;2016;27.545
Total Nacional;Aragón;Teruel;;Renta neta media por hogar;2015;27.027
Total Nacional;Aragón;Teruel;;Media de la renta por unidad de consumo;2023;21.163
Total Nacional;Aragón;Teruel;;Media de la renta por unidad de consumo;2022;20.139
Total Nacional;Aragón;Teruel;;Media de la renta por unidad de consumo;2021;19.306
Total Nacional;Aragón;Teruel;;Media de la renta por unidad de consumo;2020;18.610
Total Nacional;Aragón;Teruel;;Media de la renta por unidad de consumo;2019;18.359
Total Nacional;Aragón;Teruel;;Media de la renta por unidad de consumo;2018;17.700
Total Nacional;Aragón;Teruel;;Media de la renta por unidad de consumo;2017;16.932
Total Nacional;Aragón;Teruel;;Media de la renta por unidad de consumo;2016;16.498
Total Nacional;Aragón;Teruel;;Media de la renta por unidad de consumo;2015;16.165
Total Nacional;Aragón;Teruel;;Mediana de la renta por unidad de consumo;2023;19.250
Total Nacional;Aragón;Teruel;;Mediana de la renta por unidad de consumo;2022;18.550
Total Nacional;Aragón;Teruel;;Mediana de la renta por unidad de consumo;2021;17.850
Total Nacional;Aragón;Teruel;;Mediana de la renta por unidad de consumo;2020;17.150
Total Nacional;Aragón;Teruel;;Mediana de la renta por unidad de consumo;2019;16.450
Total Nacional;Aragón;Teruel;;Mediana de la renta por unidad de consumo;2018;15.750
Total Nacional;Aragón;Teruel;;Mediana de la renta por unidad de consumo;2017;15.050
Total Nacional;Aragón;Teruel;;Mediana de la renta por unidad de consumo;2016;15.050
Total Nacional;Aragón;Teruel;;Mediana de la renta por unidad de consumo;2015;14.350
