Provincias;Naturaleza de la finca;Número e importe;Periodo;Total
27 Lugo;Viviendas;Número de hipotecas;2014M07;62
27 Lugo;Viviendas;Número de hipotecas;2014M06;96
27 Lugo;Viviendas;Número de hipotecas;2014M05;55
27 Lugo;Viviendas;Número de hipotecas;2014M04;60
27 Lugo;Viviendas;Número de hipotecas;2014M03;61
27 Lugo;Viviendas;Número de hipotecas;2014M02;45
27 Lugo;Viviendas;Número de hipotecas;2014M01;73
27 Lugo;Viviendas;Número de hipotecas;2013M12;60
27 Lugo;Viviendas;Número de hipotecas;2013M11;102
27 Lugo;Viviendas;Número de hipotecas;2013M10;58
27 Lugo;Viviendas;Número de hipotecas;2013M09;63
27 Lugo;Viviendas;Número de hipotecas;2013M08;40
27 Lugo;Viviendas;Número de hipotecas;2013M07;137
27 Lugo;Viviendas;Número de hipotecas;2013M06;39
27 Lugo;Viviendas;Número de hipotecas;2013M05;118
27 Lugo;Viviendas;Número de hipotecas;2013M04;53
27 Lugo;Viviendas;Número de hipotecas;2013M03;74
27 Lugo;Viviendas;Número de hipotecas;2013M02;114
27 Lugo;Viviendas;Número de hipotecas;2013M01;178
27 Lugo;Viviendas;Número de hipotecas;2012M12;87
27 Lugo;Viviendas;Número de hipotecas;2012M11;76
27 Lugo;Viviendas;Número de hipotecas;2012M10;108
27 Lugo;Viviendas;Número de hipotecas;2012M09;56
27 Lugo;Viviendas;Número de hipotecas;2012M08;71
27 Lugo;Viviendas;Número de hipotecas;2012M07;304
27 Lugo;Viviendas;Número de hipotecas;2012M06;77
27 Lugo;Viviendas;Número de hipotecas;2012M05;110
27 Lugo;Viviendas;Número de hipotecas;2012M04;104
27 Lugo;Viviendas;Número de hipotecas;2012M03;125
27 Lugo;Viviendas;Número de hipotecas;2012M02;133
27 Lugo;Viviendas;Número de hipotecas;2012M01;119
27 Lugo;Viviendas;Número de hipotecas;2011M12;120
27 Lugo;Viviendas;Número de hipotecas;2011M11;208
27 Lugo;Viviendas;Número de hipotecas;2011M10;158
27 Lugo;Viviendas;Número de hipotecas;2011M09;223
27 Lugo;Viviendas;Número de hipotecas;2011M08;123
27 Lugo;Viviendas;Número de hipotecas;2011M07;85
27 Lugo;Viviendas;Número de hipotecas;2011M06;205
27 Lugo;Viviendas;Número de hipotecas;2011M05;351
27 Lugo;Viviendas;Número de hipotecas;2011M04;306
27 Lugo;Viviendas;Número de hipotecas;2011M03;230
27 Lugo;Viviendas;Número de hipotecas;2011M02;373
27 Lugo;Viviendas;Número de hipotecas;2011M01;391
27 Lugo;Viviendas;Número de hipotecas;2010M12;184
27 Lugo;Viviendas;Número de hipotecas;2010M11;694
27 Lugo;Viviendas;Número de hipotecas;2010M10;157
27 Lugo;Viviendas;Número de hipotecas;2010M09;221
27 Lugo;Viviendas;Número de hipotecas;2010M08;376
27 Lugo;Viviendas;Número de hipotecas;2010M07;359
27 Lugo;Viviendas;Número de hipotecas;2010M06;315
27 Lugo;Viviendas;Número de hipotecas;2010M05;268
27 Lugo;Viviendas;Número de hipotecas;2010M04;289
27 Lugo;Viviendas;Número de hipotecas;2010M03;287
27 Lugo;Viviendas;Número de hipotecas;2010M02;237
27 Lugo;Viviendas;Número de hipotecas;2010M01;564
27 Lugo;Viviendas;Número de hipotecas;2009M12;193
27 Lugo;Viviendas;Número de hipotecas;2009M11;346
27 Lugo;Viviendas;Número de hipotecas;2009M10;326
27 Lugo;Viviendas;Número de hipotecas;2009M09;471
27 Lugo;Viviendas;Número de hipotecas;2009M08;353
27 Lugo;Viviendas;Número de hipotecas;2009M07;213
27 Lugo;Viviendas;Número de hipotecas;2009M06;405
27 Lugo;Viviendas;Número de hipotecas;2009M05;479
27 Lugo;Viviendas;Número de hipotecas;2009M04;377
27 Lugo;Viviendas;Número de hipotecas;2009M03;201
27 Lugo;Viviendas;Número de hipotecas;2009M02;227
27 Lugo;Viviendas;Número de hipotecas;2009M01;350
27 Lugo;Viviendas;Número de hipotecas;2008M12;380
27 Lugo;Viviendas;Número de hipotecas;2008M11;210
27 Lugo;Viviendas;Número de hipotecas;2008M10;279
27 Lugo;Viviendas;Número de hipotecas;2008M09;345
27 Lugo;Viviendas;Número de hipotecas;2008M08;567
27 Lugo;Viviendas;Número de hipotecas;2008M07;230
27 Lugo;Viviendas;Número de hipotecas;2008M06;331
27 Lugo;Viviendas;Número de hipotecas;2008M05;276
27 Lugo;Viviendas;Número de hipotecas;2008M04;363
27 Lugo;Viviendas;Número de hipotecas;2008M03;287
27 Lugo;Viviendas;Número de hipotecas;2008M02;215
27 Lugo;Viviendas;Número de hipotecas;2008M01;253
27 Lugo;Viviendas;Número de hipotecas;2007M12;243
27 Lugo;Viviendas;Número de hipotecas;2007M11;371
27 Lugo;Viviendas;Número de hipotecas;2007M10;336
27 Lugo;Viviendas;Número de hipotecas;2007M09;193
27 Lugo;Viviendas;Número de hipotecas;2007M08;482
27 Lugo;Viviendas;Número de hipotecas;2007M07;256
27 Lugo;Viviendas;Número de hipotecas;2007M06;569
27 Lugo;Viviendas;Número de hipotecas;2007M05;459
27 Lugo;Viviendas;Número de hipotecas;2007M04;243
27 Lugo;Viviendas;Número de hipotecas;2007M03;304
27 Lugo;Viviendas;Número de hipotecas;2007M02;301
27 Lugo;Viviendas;Número de hipotecas;2007M01;585
27 Lugo;Viviendas;Número de hipotecas;2006M12;290
27 Lugo;Viviendas;Número de hipotecas;2006M11;286
27 Lugo;Viviendas;Número de hipotecas;2006M10;279
27 Lugo;Viviendas;Número de hipotecas;2006M09;443
27 Lugo;Viviendas;Número de hipotecas;2006M08;465
27 Lugo;Viviendas;Número de hipotecas;2006M07;144
27 Lugo;Viviendas;Número de hipotecas;2006M06;355
27 Lugo;Viviendas;Número de hipotecas;2006M05;382
27 Lugo;Viviendas;Número de hipotecas;2006M04;218
27 Lugo;Viviendas;Número de hipotecas;2006M03;311
27 Lugo;Viviendas;Número de hipotecas;2006M02;280
27 Lugo;Viviendas;Número de hipotecas;2006M01;442
27 Lugo;Viviendas;Número de hipotecas;2005M12;450
27 Lugo;Viviendas;Número de hipotecas;2005M11;422
27 Lugo;Viviendas;Número de hipotecas;2005M10;330
27 Lugo;Viviendas;Número de hipotecas;2005M09;722
27 Lugo;Viviendas;Número de hipotecas;2005M08;334
27 Lugo;Viviendas;Número de hipotecas;2005M07;361
27 Lugo;Viviendas;Número de hipotecas;2005M06;361
27 Lugo;Viviendas;Número de hipotecas;2005M05;456
27 Lugo;Viviendas;Número de hipotecas;2005M04;403
27 Lugo;Viviendas;Número de hipotecas;2005M03;555
27 Lugo;Viviendas;Número de hipotecas;2005M02;333
27 Lugo;Viviendas;Número de hipotecas;2005M01;236
27 Lugo;Viviendas;Número de hipotecas;2004M12;428
27 Lugo;Viviendas;Número de hipotecas;2004M11;392
27 Lugo;Viviendas;Número de hipotecas;2004M10;321
27 Lugo;Viviendas;Número de hipotecas;2004M09;368
27 Lugo;Viviendas;Número de hipotecas;2004M08;437
27 Lugo;Viviendas;Número de hipotecas;2004M07;140
27 Lugo;Viviendas;Número de hipotecas;2004M06;291
27 Lugo;Viviendas;Número de hipotecas;2004M05;257
27 Lugo;Viviendas;Número de hipotecas;2004M04;321
27 Lugo;Viviendas;Número de hipotecas;2004M03;496
27 Lugo;Viviendas;Número de hipotecas;2004M02;470
27 Lugo;Viviendas;Número de hipotecas;2004M01;558
27 Lugo;Viviendas;Número de hipotecas;2003M12;362
27 Lugo;Viviendas;Número de hipotecas;2003M11;322
27 Lugo;Viviendas;Número de hipotecas;2003M10;437
27 Lugo;Viviendas;Número de hipotecas;2003M09;266
27 Lugo;Viviendas;Número de hipotecas;2003M08;292
27 Lugo;Viviendas;Número de hipotecas;2003M07;319
27 Lugo;Viviendas;Número de hipotecas;2003M06;273
27 Lugo;Viviendas;Número de hipotecas;2003M05;238
27 Lugo;Viviendas;Número de hipotecas;2003M04;265
27 Lugo;Viviendas;Número de hipotecas;2003M03;253
27 Lugo;Viviendas;Número de hipotecas;2003M02;355
27 Lugo;Viviendas;Número de hipotecas;2003M01;310
27 Lugo;Viviendas;Importe de hipotecas;2026M02;14.167
27 Lugo;Viviendas;Importe de hipotecas;2026M01;23.613
27 Lugo;Viviendas;Importe de hipotecas;2025M12;14.089
27 Lugo;Viviendas;Importe de hipotecas;2025M11;23.508
27 Lugo;Viviendas;Importe de hipotecas;2025M10;19.876
27 Lugo;Viviendas;Importe de hipotecas;2025M09;39.436
27 Lugo;Viviendas;Importe de hipotecas;2025M08;15.464
27 Lugo;Viviendas;Importe de hipotecas;2025M07;16.828
27 Lugo;Viviendas;Importe de hipotecas;2025M06;6.552
27 Lugo;Viviendas;Importe de hipotecas;2025M05;15.103
27 Lugo;Viviendas;Importe de hipotecas;2025M04;18.530
27 Lugo;Viviendas;Importe de hipotecas;2025M03;16.437
27 Lugo;Viviendas;Importe de hipotecas;2025M02;14.594
27 Lugo;Viviendas;Importe de hipotecas;2025M01;10.278
27 Lugo;Viviendas;Importe de hipotecas;2024M12;11.357
27 Lugo;Viviendas;Importe de hipotecas;2024M11;10.705
27 Lugo;Viviendas;Importe de hipotecas;2024M10;11.408
27 Lugo;Viviendas;Importe de hipotecas;2024M09;10.715
27 Lugo;Viviendas;Importe de hipotecas;2024M08;7.596
27 Lugo;Viviendas;Importe de hipotecas;2024M07;7.307
27 Lugo;Viviendas;Importe de hipotecas;2024M06;12.668
27 Lugo;Viviendas;Importe de hipotecas;2024M05;5.164
27 Lugo;Viviendas;Importe de hipotecas;2024M04;10.631
27 Lugo;Viviendas;Importe de hipotecas;2024M03;9.494
27 Lugo;Viviendas;Importe de hipotecas;2024M02;10.103
27 Lugo;Viviendas;Importe de hipotecas;2024M01;10.741
27 Lugo;Viviendas;Importe de hipotecas;2023M12;7.214
27 Lugo;Viviendas;Importe de hipotecas;2023M11;8.006
27 Lugo;Viviendas;Importe de hipotecas;2023M10;8.399
27 Lugo;Viviendas;Importe de hipotecas;2023M09;5.708
27 Lugo;Viviendas;Importe de hipotecas;2023M08;5.462
27 Lugo;Viviendas;Importe de hipotecas;2023M07;5.026
27 Lugo;Viviendas;Importe de hipotecas;2023M06;7.592
27 Lugo;Viviendas;Importe de hipotecas;2023M05;19.681
27 Lugo;Viviendas;Importe de hipotecas;2023M04;7.937
27 Lugo;Viviendas;Importe de hipotecas;2023M03;9.361
27 Lugo;Viviendas;Importe de hipotecas;2023M02;6.431
27 Lugo;Viviendas;Importe de hipotecas;2023M01;8.367
27 Lugo;Viviendas;Importe de hipotecas;2022M12;8.998
27 Lugo;Viviendas;Importe de hipotecas;2022M11;13.524
27 Lugo;Viviendas;Importe de hipotecas;2022M10;10.144
27 Lugo;Viviendas;Importe de hipotecas;2022M09;12.021
27 Lugo;Viviendas;Importe de hipotecas;2022M08;10.536
27 Lugo;Viviendas;Importe de hipotecas;2022M07;68.779
27 Lugo;Viviendas;Importe de hipotecas;2022M06;9.945
27 Lugo;Viviendas;Importe de hipotecas;2022M05;10.500
27 Lugo;Viviendas;Importe de hipotecas;2022M04;10.048
27 Lugo;Viviendas;Importe de hipotecas;2022M03;11.433
27 Lugo;Viviendas;Importe de hipotecas;2022M02;10.095
27 Lugo;Viviendas;Importe de hipotecas;2022M01;12.294
27 Lugo;Viviendas;Importe de hipotecas;2021M12;11.337
27 Lugo;Viviendas;Importe de hipotecas;2021M11;10.230
27 Lugo;Viviendas;Importe de hipotecas;2021M10;9.830
27 Lugo;Viviendas;Importe de hipotecas;2021M09;10.813
27 Lugo;Viviendas;Importe de hipotecas;2021M08;7.147
27 Lugo;Viviendas;Importe de hipotecas;2021M07;9.900
27 Lugo;Viviendas;Importe de hipotecas;2021M06;7.169
27 Lugo;Viviendas;Importe de hipotecas;2021M05;7.685
27 Lugo;Viviendas;Importe de hipotecas;2021M04;8.196
27 Lugo;Viviendas;Importe de hipotecas;2021M03;7.918
27 Lugo;Viviendas;Importe de hipotecas;2021M02;9.582
27 Lugo;Viviendas;Importe de hipotecas;2021M01;8.783
27 Lugo;Viviendas;Importe de hipotecas;2020M12;6.487
27 Lugo;Viviendas;Importe de hipotecas;2020M11;8.900
27 Lugo;Viviendas;Importe de hipotecas;2020M10;5.829
27 Lugo;Viviendas;Importe de hipotecas;2020M09;5.566
27 Lugo;Viviendas;Importe de hipotecas;2020M08;7.053
27 Lugo;Viviendas;Importe de hipotecas;2020M07;5.018
27 Lugo;Viviendas;Importe de hipotecas;2020M06;7.677
27 Lugo;Viviendas;Importe de hipotecas;2020M05;5.008
27 Lugo;Viviendas;Importe de hipotecas;2020M04;7.727
27 Lugo;Viviendas;Importe de hipotecas;2020M03;10.207
27 Lugo;Viviendas;Importe de hipotecas;2020M02;5.899
27 Lugo;Viviendas;Importe de hipotecas;2020M01;7.773
27 Lugo;Viviendas;Importe de hipotecas;2019M12;6.220
27 Lugo;Viviendas;Importe de hipotecas;2019M11;8.896
27 Lugo;Viviendas;Importe de hipotecas;2019M10;4.623
27 Lugo;Viviendas;Importe de hipotecas;2019M09;2.951
27 Lugo;Viviendas;Importe de hipotecas;2019M08;5.921
27 Lugo;Viviendas;Importe de hipotecas;2019M07;9.524
27 Lugo;Viviendas;Importe de hipotecas;2019M06;6.734
27 Lugo;Viviendas;Importe de hipotecas;2019M05;6.494
27 Lugo;Viviendas;Importe de hipotecas;2019M04;4.825
27 Lugo;Viviendas;Importe de hipotecas;2019M03;5.002
27 Lugo;Viviendas;Importe de hipotecas;2019M02;7.549
27 Lugo;Viviendas;Importe de hipotecas;2019M01;8.504
27 Lugo;Viviendas;Importe de hipotecas;2018M12;4.539
27 Lugo;Viviendas;Importe de hipotecas;2018M11;5.445
27 Lugo;Viviendas;Importe de hipotecas;2018M10;5.067
27 Lugo;Viviendas;Importe de hipotecas;2018M09;6.512
27 Lugo;Viviendas;Importe de hipotecas;2018M08;8.109
27 Lugo;Viviendas;Importe de hipotecas;2018M07;5.316
27 Lugo;Viviendas;Importe de hipotecas;2018M06;6.348
27 Lugo;Viviendas;Importe de hipotecas;2018M05;7.566
27 Lugo;Viviendas;Importe de hipotecas;2018M04;6.628
27 Lugo;Viviendas;Importe de hipotecas;2018M03;7.667
27 Lugo;Viviendas;Importe de hipotecas;2018M02;5.710
27 Lugo;Viviendas;Importe de hipotecas;2018M01;8.186
27 Lugo;Viviendas;Importe de hipotecas;2017M12;3.964
27 Lugo;Viviendas;Importe de hipotecas;2017M11;6.341
27 Lugo;Viviendas;Importe de hipotecas;2017M10;6.683
27 Lugo;Viviendas;Importe de hipotecas;2017M09;6.336
27 Lugo;Viviendas;Importe de hipotecas;2017M08;8.315
27 Lugo;Viviendas;Importe de hipotecas;2017M07;4.430
27 Lugo;Viviendas;Importe de hipotecas;2017M06;12.237
27 Lugo;Viviendas;Importe de hipotecas;2017M05;6.525
27 Lugo;Viviendas;Importe de hipotecas;2017M04;5.981
27 Lugo;Viviendas;Importe de hipotecas;2017M03;8.334
27 Lugo;Viviendas;Importe de hipotecas;2017M02;7.563
27 Lugo;Viviendas;Importe de hipotecas;2017M01;7.381
27 Lugo;Viviendas;Importe de hipotecas;2016M12;4.011
27 Lugo;Viviendas;Importe de hipotecas;2016M11;6.932
27 Lugo;Viviendas;Importe de hipotecas;2016M10;5.454
27 Lugo;Viviendas;Importe de hipotecas;2016M09;6.485
27 Lugo;Viviendas;Importe de hipotecas;2016M08;7.664
27 Lugo;Viviendas;Importe de hipotecas;2016M07;6.418
27 Lugo;Viviendas;Importe de hipotecas;2016M06;8.236
27 Lugo;Viviendas;Importe de hipotecas;2016M05;10.575
27 Lugo;Viviendas;Importe de hipotecas;2016M04;6.391
27 Lugo;Viviendas;Importe de hipotecas;2016M03;5.600
27 Lugo;Viviendas;Importe de hipotecas;2016M02;8.557
27 Lugo;Viviendas;Importe de hipotecas;2016M01;4.759
27 Lugo;Viviendas;Importe de hipotecas;2015M12;5.922
27 Lugo;Viviendas;Importe de hipotecas;2015M11;5.552
27 Lugo;Viviendas;Importe de hipotecas;2015M10;5.673
27 Lugo;Viviendas;Importe de hipotecas;2015M09;6.196
27 Lugo;Viviendas;Importe de hipotecas;2015M08;6.951
27 Lugo;Viviendas;Importe de hipotecas;2015M07;5.926
27 Lugo;Viviendas;Importe de hipotecas;2015M06;7.910
27 Lugo;Viviendas;Importe de hipotecas;2015M05;5.284
27 Lugo;Viviendas;Importe de hipotecas;2015M04;4.751
27 Lugo;Viviendas;Importe de hipotecas;2015M03;5.070
27 Lugo;Viviendas;Importe de hipotecas;2015M02;4.788
27 Lugo;Viviendas;Importe de hipotecas;2015M01;5.070
27 Lugo;Viviendas;Importe de hipotecas;2014M12;5.561
27 Lugo;Viviendas;Importe de hipotecas;2014M11;5.330
27 Lugo;Viviendas;Importe de hipotecas;2014M10;5.290
27 Lugo;Viviendas;Importe de hipotecas;2014M09;6.048
27 Lugo;Viviendas;Importe de hipotecas;2014M08;4.034
27 Lugo;Viviendas;Importe de hipotecas;2014M07;4.820
27 Lugo;Viviendas;Importe de hipotecas;2014M06;7.293
27 Lugo;Viviendas;Importe de hipotecas;2014M05;3.377
27 Lugo;Viviendas;Importe de hipotecas;2014M04;3.978
27 Lugo;Viviendas;Importe de hipotecas;2014M03;3.983
27 Lugo;Viviendas;Importe de hipotecas;2014M02;2.753
27 Lugo;Viviendas;Importe de hipotecas;2014M01;3.778
27 Lugo;Viviendas;Importe de hipotecas;2013M12;3.774
27 Lugo;Viviendas;Importe de hipotecas;2013M11;5.660
27 Lugo;Viviendas;Importe de hipotecas;2013M10;3.710
27 Lugo;Viviendas;Importe de hipotecas;2013M09;7.058
27 Lugo;Viviendas;Importe de hipotecas;2013M08;3.426
27 Lugo;Viviendas;Importe de hipotecas;2013M07;18.522
27 Lugo;Viviendas;Importe de hipotecas;2013M06;2.221
27 Lugo;Viviendas;Importe de hipotecas;2013M05;7.979
27 Lugo;Viviendas;Importe de hipotecas;2013M04;2.909
27 Lugo;Viviendas;Importe de hipotecas;2013M03;4.564
27 Lugo;Viviendas;Importe de hipotecas;2013M02;8.792
27 Lugo;Viviendas;Importe de hipotecas;2013M01;14.205
27 Lugo;Viviendas;Importe de hipotecas;2012M12;6.704
27 Lugo;Viviendas;Importe de hipotecas;2012M11;4.004
27 Lugo;Viviendas;Importe de hipotecas;2012M10;8.458
27 Lugo;Viviendas;Importe de hipotecas;2012M09;4.271
27 Lugo;Viviendas;Importe de hipotecas;2012M08;5.363
27 Lugo;Viviendas;Importe de hipotecas;2012M07;25.686
27 Lugo;Viviendas;Importe de hipotecas;2012M06;5.983
27 Lugo;Viviendas;Importe de hipotecas;2012M05;9.901
27 Lugo;Viviendas;Importe de hipotecas;2012M04;6.019
27 Lugo;Viviendas;Importe de hipotecas;2012M03;10.578
27 Lugo;Viviendas;Importe de hipotecas;2012M02;7.474
27 Lugo;Viviendas;Importe de hipotecas;2012M01;9.536
27 Lugo;Viviendas;Importe de hipotecas;2011M12;9.110
27 Lugo;Viviendas;Importe de hipotecas;2011M11;27.716
27 Lugo;Viviendas;Importe de hipotecas;2011M10;16.059
27 Lugo;Viviendas;Importe de hipotecas;2011M09;19.760
27 Lugo;Viviendas;Importe de hipotecas;2011M08;11.539
27 Lugo;Viviendas;Importe de hipotecas;2011M07;6.253
27 Lugo;Viviendas;Importe de hipotecas;2011M06;13.488
27 Lugo;Viviendas;Importe de hipotecas;2011M05;31.275
27 Lugo;Viviendas;Importe de hipotecas;2011M04;22.046
27 Lugo;Viviendas;Importe de hipotecas;2011M03;16.660
27 Lugo;Viviendas;Importe de hipotecas;2011M02;30.170
27 Lugo;Viviendas;Importe de hipotecas;2011M01;37.888
27 Lugo;Viviendas;Importe de hipotecas;2010M12;17.896
27 Lugo;Viviendas;Importe de hipotecas;2010M11;45.723
27 Lugo;Viviendas;Importe de hipotecas;2010M10;12.908
27 Lugo;Viviendas;Importe de hipotecas;2010M09;20.206
27 Lugo;Viviendas;Importe de hipotecas;2010M08;37.861
27 Lugo;Viviendas;Importe de hipotecas;2010M07;31.313
27 Lugo;Viviendas;Importe de hipotecas;2010M06;29.182
27 Lugo;Viviendas;Importe de hipotecas;2010M05;24.181
27 Lugo;Viviendas;Importe de hipotecas;2010M04;26.156
27 Lugo;Viviendas;Importe de hipotecas;2010M03;25.735
27 Lugo;Viviendas;Importe de hipotecas;2010M02;18.819
27 Lugo;Viviendas;Importe de hipotecas;2010M01;48.100
27 Lugo;Viviendas;Importe de hipotecas;2009M12;14.592
27 Lugo;Viviendas;Importe de hipotecas;2009M11;31.222
27 Lugo;Viviendas;Importe de hipotecas;2009M10;26.321
27 Lugo;Viviendas;Importe de hipotecas;2009M09;49.310
27 Lugo;Viviendas;Importe de hipotecas;2009M08;32.823
27 Lugo;Viviendas;Importe de hipotecas;2009M07;19.071
27 Lugo;Viviendas;Importe de hipotecas;2009M06;36.326
27 Lugo;Viviendas;Importe de hipotecas;2009M05;40.184
27 Lugo;Viviendas;Importe de hipotecas;2009M04;45.344
27 Lugo;Viviendas;Importe de hipotecas;2009M03;18.406
27 Lugo;Viviendas;Importe de hipotecas;2009M02;19.335
27 Lugo;Viviendas;Importe de hipotecas;2009M01;32.923
27 Lugo;Viviendas;Importe de hipotecas;2008M12;38.780
27 Lugo;Viviendas;Importe de hipotecas;2008M11;27.277
27 Lugo;Viviendas;Importe de hipotecas;2008M10;25.391
27 Lugo;Viviendas;Importe de hipotecas;2008M09;32.728
27 Lugo;Viviendas;Importe de hipotecas;2008M08;48.876
27 Lugo;Viviendas;Importe de hipotecas;2008M07;21.001
27 Lugo;Viviendas;Importe de hipotecas;2008M06;28.618
27 Lugo;Viviendas;Importe de hipotecas;2008M05;24.461
27 Lugo;Viviendas;Importe de hipotecas;2008M04;33.914
27 Lugo;Viviendas;Importe de hipotecas;2008M03;27.824
27 Lugo;Viviendas;Importe de hipotecas;2008M02;24.921
27 Lugo;Viviendas;Importe de hipotecas;2008M01;23.011
27 Lugo;Viviendas;Importe de hipotecas;2007M12;25.081
27 Lugo;Viviendas;Importe de hipotecas;2007M11;36.049
27 Lugo;Viviendas;Importe de hipotecas;2007M10;38.343
27 Lugo;Viviendas;Importe de hipotecas;2007M09;18.167
27 Lugo;Viviendas;Importe de hipotecas;2007M08;45.390
27 Lugo;Viviendas;Importe de hipotecas;2007M07;23.808
27 Lugo;Viviendas;Importe de hipotecas;2007M06;59.685
27 Lugo;Viviendas;Importe de hipotecas;2007M05;44.020
27 Lugo;Viviendas;Importe de hipotecas;2007M04;23.877
27 Lugo;Viviendas;Importe de hipotecas;2007M03;29.366
27 Lugo;Viviendas;Importe de hipotecas;2007M02;29.902
27 Lugo;Viviendas;Importe de hipotecas;2007M01;54.530
27 Lugo;Viviendas;Importe de hipotecas;2006M12;25.858
27 Lugo;Viviendas;Importe de hipotecas;2006M11;25.994
27 Lugo;Viviendas;Importe de hipotecas;2006M10;27.363
27 Lugo;Viviendas;Importe de hipotecas;2006M09;39.648
27 Lugo;Viviendas;Importe de hipotecas;2006M08;49.074
27 Lugo;Viviendas;Importe de hipotecas;2006M07;13.697
27 Lugo;Viviendas;Importe de hipotecas;2006M06;36.053
